openTimeMs,open,high,low,close,volume,closeTimeMs,quoteAssetVolume,tradeCount,takerBuyBaseVolume,takerBuyQuoteVolume,ignore
1609459200000,50000.00000000,50010.00000000,49990.00000000,50000.00000000,1000.00000000,1609462799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609462800000,50030.00000000,50040.00000000,50020.00000000,50030.00000000,1000.00000000,1609466399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609466400000,50060.00000000,50070.00000000,50050.00000000,50060.00000000,1000.00000000,1609469999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609470000000,50090.00000000,50100.00000000,50080.00000000,50090.00000000,1000.00000000,1609473599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609473600000,50120.00000000,50130.00000000,50110.00000000,50120.00000000,1000.00000000,1609477199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609477200000,50150.00000000,50160.00000000,50140.00000000,50150.00000000,1000.00000000,1609480799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609480800000,50180.00000000,50190.00000000,50170.00000000,50180.00000000,1000.00000000,1609484399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609484400000,50210.00000000,50220.00000000,50200.00000000,50210.00000000,1000.00000000,1609487999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609488000000,50240.00000000,50250.00000000,50230.00000000,50240.00000000,1000.00000000,1609491599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609491600000,50270.00000000,50280.00000000,50260.00000000,50270.00000000,1000.00000000,1609495199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609495200000,50300.00000000,50310.00000000,50290.00000000,50300.00000000,1000.00000000,1609498799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609498800000,50330.00000000,50340.00000000,50320.00000000,50330.00000000,1000.00000000,1609502399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609502400000,50360.00000000,50370.00000000,50350.00000000,50360.00000000,1000.00000000,1609505999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609506000000,50390.00000000,50400.00000000,50380.00000000,50390.00000000,1000.00000000,1609509599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609509600000,50420.00000000,50430.00000000,50410.00000000,50420.00000000,1000.00000000,1609513199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609513200000,50450.00000000,50460.00000000,50440.00000000,50450.00000000,1000.00000000,1609516799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609516800000,50480.00000000,50490.00000000,50470.00000000,50480.00000000,1000.00000000,1609520399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609520400000,50510.00000000,50520.00000000,50500.00000000,50510.00000000,1000.00000000,1609523999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609524000000,50540.00000000,50550.00000000,50530.00000000,50540.00000000,1000.00000000,1609527599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609527600000,50570.00000000,50580.00000000,50560.00000000,50570.00000000,1000.00000000,1609531199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609531200000,50600.00000000,50610.00000000,50590.00000000,50600.00000000,1000.00000000,1609534799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
