openTimeMs,open,high,low,close,volume,closeTimeMs,quoteAssetVolume,tradeCount,takerBuyBaseVolume,takerBuyQuoteVolume,ignore
1609459200000,50040.39285716,50094.95188608,49916.54049801,50000.00000000,1000.00000000,1609462799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609462800000,49936.20579186,49951.01517042,49915.21028328,49927.95483521,1000.00000000,1609466399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609466400000,49822.32887004,49931.40118392,49742.71663955,49841.50303505,1000.00000000,1609469999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609470000000,49821.91536246,49911.80782611,49764.83745043,49785.84510426,1000.00000000,1609473599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609473600000,50111.78994073,50147.11632898,50033.77831655,50136.83696681,1000.00000000,1609477199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609477200000,50111.45629506,50152.09403405,50010.97667390,50073.04282492,1000.00000000,1609480799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609480800000,49289.82145158,49417.35421932,49203.36088196,49324.36611775,1000.00000000,1609484399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609484400000,49538.14589308,49619.22306507,49402.38366932,49490.52528978,1000.00000000,1609487999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609488000000,49309.33518672,49430.51299771,49276.11663993,49356.85655053,1000.00000000,1609491599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609491600000,49291.45879707,49371.68231096,49161.97080562,49248.37720846,1000.00000000,1609495199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609495200000,49337.39453347,49364.07510443,49227.58215090,49306.31960181,1000.00000000,1609498799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609498800000,49383.27803291,49509.68514856,49297.41870777,49422.46847027,1000.00000000,1609502399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609502400000,49976.49118532,50085.90647412,49930.46086185,50004.24781356,1000.00000000,1609505999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609506000000,50313.08515370,50412.10061688,50290.32560496,50332.56606696,1000.00000000,1609509599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609509600000,50340.18609916,50407.13263452,50307.35990404,50387.81965569,1000.00000000,1609513199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609513200000,50055.09414872,50151.78305912,49990.74635524,50018.65885451,1000.00000000,1609516799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609516800000,49525.47584463,49565.44368307,49413.21270205,49511.32767077,1000.00000000,1609520399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609520400000,49638.12034162,49732.04405566,49622.96459319,49634.49876838,1000.00000000,1609523999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609524000000,50337.07924308,50354.93602470,50193.78575040,50290.03918198,1000.00000000,1609527599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609527600000,50287.41425018,50321.70786865,50243.95787433,50310.86761393,1000.00000000,1609531199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609531200000,50280.56047311,50311.92820453,50197.08508171,50257.70596704,1000.00000000,1609534799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609534800000,50524.73638321,50563.25592655,50465.93527289,50523.59407724,1000.00000000,1609538399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609538400000,49772.29367885,49867.69995662,49772.12455103,49796.82142824,1000.00000000,1609541999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609542000000,49683.24028622,49737.08548593,49568.73976975,49640.68276967,1000.00000000,1609545599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609545600000,49910.05904375,49977.12189419,49849.44188879,49885.86403596,1000.00000000,1609549199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609549200000,50279.56360977,50388.98999715,50246.54360616,50322.56622865,1000.00000000,1609552799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609552800000,50183.64295683,50287.05292028,50111.66753053,50202.25139233,1000.00000000,1609556399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609556400000,50370.58354849,50421.47978789,50329.74425763,50390.55132167,1000.00000000,1609559999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609560000000,50504.89808504,50544.22356659,50492.16930513,50514.65804633,1000.00000000,1609563599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609563600000,50897.86608406,50999.85781776,50830.13428954,50905.82145069,1000.00000000,1609567199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609567200000,50389.49089814,50451.04238973,50319.11535611,50349.21034356,1000.00000000,1609570799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609570800000,50638.12940867,50638.17000264,50604.64431567,50633.33568736,1000.00000000,1609574399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
