openTimeMs,open,high,low,close,volume,closeTimeMs,quoteAssetVolume,tradeCount,takerBuyBaseVolume,takerBuyQuoteVolume,ignore
1609459200000,50069.25848795,50178.37654579,49821.55376966,49988.47277363,1000.00000000,1609462799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609462800000,50002.66962527,50032.28838238,49960.67860812,49986.16771197,1000.00000000,1609466399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609466400000,49952.74640106,50170.89102882,49793.52194008,49991.09473107,1000.00000000,1609469999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609470000000,50128.29921441,50308.08414171,50014.14339034,50056.15869801,1000.00000000,1609473599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609473600000,49939.69888514,50010.35166163,49783.67563677,49989.79293730,1000.00000000,1609477199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609477200000,49957.03866714,50038.31414511,49756.07942482,49880.21172685,1000.00000000,1609480799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609480800000,49957.49613519,50212.56167066,49784.57499595,50026.58546753,1000.00000000,1609484399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609484400000,50073.85420831,50236.00855229,49802.32976079,49978.61300172,1000.00000000,1609487999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609488000000,49887.60057765,50129.95619962,49821.16348406,49982.64330527,1000.00000000,1609491599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609491600000,50095.43396015,50255.88098793,49836.45797726,50009.27078294,1000.00000000,1609495199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609495200000,50080.73368227,50134.09482419,49861.10891713,50018.58381895,1000.00000000,1609498799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609498800000,50014.70382021,50267.51805151,49842.98516994,50093.08469493,1000.00000000,1609502399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609502400000,49997.01766405,50215.84824166,49904.95701712,50052.53092054,1000.00000000,1609505999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609506000000,49969.87874766,50167.90967403,49924.35965018,50008.84057420,1000.00000000,1609509599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609509600000,49845.66715875,49979.56022948,49780.01476851,49940.93427181,1000.00000000,1609513199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609513200000,49991.69759901,50185.07541982,49863.00201206,49918.82701060,1000.00000000,1609516799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609516800000,50048.00372334,50127.93940021,49823.47743818,50019.70737562,1000.00000000,1609520399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609520400000,50112.12961267,50299.97704074,50081.81811581,50104.88646618,1000.00000000,1609523999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609524000000,50097.41267132,50133.12623455,49810.82568596,50003.33254911,1000.00000000,1609527599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609527600000,49944.58740900,50013.17464594,49857.67465729,49991.49413650,1000.00000000,1609531199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609531200000,50088.25110976,50150.98657260,49921.30032697,50042.54209763,1000.00000000,1609534799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609534800000,49886.00098809,49963.04007476,49768.39876746,49883.71637616,1000.00000000,1609538399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609538400000,49925.96231586,50116.77487140,49925.62406021,49975.01781463,1000.00000000,1609541999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609542000000,50124.34403571,50232.03443513,49895.34300278,50039.22900261,1000.00000000,1609545599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609545600000,50118.26236640,50252.38806728,49997.02805647,50069.87235083,1000.00000000,1609549199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609549200000,49894.74438841,50113.59716317,49828.70438120,49980.74962619,1000.00000000,1609552799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609552800000,49992.91111771,50199.73104460,49848.96026510,50030.12798870,1000.00000000,1609556399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609556400000,49979.92152959,50081.71400839,49898.24294786,50019.85707595,1000.00000000,1609559999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609560000000,50043.06622211,50121.71718520,50017.60866230,50062.58614470,1000.00000000,1609563599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609563600000,49895.03148961,50099.01495701,49759.56790056,49910.94222286,1000.00000000,1609567199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609567200000,50126.02116415,50249.12414734,49985.27008009,50045.46005501,1000.00000000,1609570799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609570800000,49888.42581129,49888.50699923,49821.45562529,49878.83836866,1000.00000000,1609574399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609574400000,49776.38199622,49906.40132246,49645.44087148,49790.40436622,1000.00000000,1609577999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609578000000,49944.44637979,50039.88070160,49901.70609960,49951.44874174,1000.00000000,1609581599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609581600000,49921.37243347,50106.97136146,49762.16748145,49926.73519629,1000.00000000,1609585199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609585200000,50004.01925868,50087.04008679,49900.92885670,50070.08097944,1000.00000000,1609588799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609588800000,50079.72944312,50146.76709420,49889.45657906,50053.14127197,1000.00000000,1609592399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609592400000,49952.70164820,50087.26078232,49857.54588750,49902.47402070,1000.00000000,1609595999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609596000000,50007.61490041,50072.67399141,49958.64639160,50067.78891387,1000.00000000,1609599599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609599600000,49914.85104290,50089.77131299,49900.28539707,49919.82377406,1000.00000000,1609603199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609603200000,49975.98869449,50119.05356844,49937.10164714,49993.10049229,1000.00000000,1609606799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609606800000,50015.75886786,50114.63430166,49927.69112985,49976.48801776,1000.00000000,1609610399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609610400000,50040.36519082,50041.47415445,49858.96069327,50009.15358860,1000.00000000,1609613999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609614000000,50119.50014264,50140.81760195,49980.46166613,50065.49090492,1000.00000000,1609617599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609617600000,49986.25043960,50242.66631172,49882.65888952,50051.07310326,1000.00000000,1609621199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609621200000,49938.03448518,50077.83046408,49768.36721571,50027.99080815,1000.00000000,1609624799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609624800000,50043.28821292,50212.27916817,49909.77266640,50051.99584782,1000.00000000,1609628399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609628400000,50135.85785363,50254.94831732,49848.27144132,50038.27936301,1000.00000000,1609631999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609632000000,50028.12634794,50150.65681250,49805.98637053,49949.84116278,1000.00000000,1609635599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609635600000,49943.56594546,50109.67977940,49833.03592237,49942.61031249,1000.00000000,1609639199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609639200000,50041.84415872,50190.57524715,49867.46765070,49962.40253807,1000.00000000,1609642799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609642800000,49991.78442173,50089.39405954,49864.25213438,50039.94611204,1000.00000000,1609646399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609646400000,50033.15349118,50137.41345375,49854.64106692,49979.99075432,1000.00000000,1609649999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609650000000,50141.77982718,50202.35700857,50084.63419701,50186.86033780,1000.00000000,1609653599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609653600000,49888.79961804,49998.39851031,49780.76917354,49934.45659663,1000.00000000,1609657199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609657200000,49839.76484431,49958.34232795,49700.97488185,49912.09003201,1000.00000000,1609660799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609660800000,50102.76170958,50115.60747972,49979.95800730,50061.47788124,1000.00000000,1609664399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609664400000,50122.27022661,50205.42507343,50072.38112060,50113.74799851,1000.00000000,1609667999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
