openTimeMs,open,high,low,close,volume,closeTimeMs,quoteAssetVolume,tradeCount,takerBuyBaseVolume,takerBuyQuoteVolume,ignore
1609459200000,49965.51345065,50074.63150849,49717.80873236,49884.72773634,1000.00000000,1609462799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609462800000,49898.17903303,49927.79779015,49856.18801588,49881.67711973,1000.00000000,1609466399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609466400000,49912.59898073,50130.74360849,49753.37451975,49950.94731075,1000.00000000,1609469999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609470000000,50693.72749648,50873.51242378,50579.57167241,50621.58698008,1000.00000000,1609473599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609473600000,49927.83532082,49998.48809731,49771.81207244,49977.92937297,1000.00000000,1609477199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609477200000,48978.94420882,49060.21968678,48777.98496650,48902.11726853,1000.00000000,1609480799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609480800000,50316.76534292,50571.83087839,50143.84420368,50385.85467525,1000.00000000,1609484399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609484400000,50021.37122379,50183.52556778,49749.84677627,49926.13001720,1000.00000000,1609487999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609488000000,49891.39032506,50133.74594703,49824.95323147,49986.43305268,1000.00000000,1609491599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609491600000,50358.87100657,50519.31803436,50099.89502369,50272.70782936,1000.00000000,1609495199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609495200000,50447.98805284,50501.34919476,50228.36328770,50385.83818953,1000.00000000,1609498799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609498800000,51072.46607456,51325.28030586,50900.74742429,51150.84694928,1000.00000000,1609502399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609502400000,50709.79594895,50928.62652656,50617.73530201,50765.30920544,1000.00000000,1609505999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609506000000,50309.44391542,50507.47484179,50263.92481794,50348.40574196,1000.00000000,1609509599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609509600000,49594.07560506,49727.96867579,49528.42321482,49689.34271812,1000.00000000,1609513199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609513200000,49561.14069442,49754.51851523,49432.44510747,49488.27010601,1000.00000000,1609516799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609516800000,50545.37010389,50625.30578076,50320.84381873,50517.07375617,1000.00000000,1609520399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609520400000,51396.10780826,51583.95523632,51365.79631139,51388.86466176,1000.00000000,1609523999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609524000000,50487.40561333,50523.11917656,50200.81862797,50393.32549112,1000.00000000,1609527599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609527600000,50248.03463749,50316.62187443,50161.12188578,50294.94136498,1000.00000000,1609531199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609531200000,50871.12998845,50933.86545129,50704.17920566,50825.42097632,1000.00000000,1609534799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609534800000,49259.44837353,49336.48746020,49141.84615289,49257.16376159,1000.00000000,1609538399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609538400000,50141.12264751,50331.93520305,50140.78439187,50190.17814628,1000.00000000,1609541999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609542000000,50937.40505917,51045.09545859,50708.40402625,50852.29002607,1000.00000000,1609545599999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609545600000,51227.11352387,51361.23922476,51105.87921395,51178.72350830,1000.00000000,1609549199999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609549200000,50221.49102410,50440.34379886,50155.45101689,50307.49626188,1000.00000000,1609552799999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609552800000,50784.06301596,50990.88294285,50640.11216336,50821.27988695,1000.00000000,1609556399999,50000000.00000000,1000,500.00000000,25000000.00000000,0
1609556400000,50698.63521310,50800.42769190,50616.95663138,50738.57075946,1000.00000000,1609559999999,50000000.00000000,1000,500.00000000,25000000.00000000,0
